[Source Language],[Source Text],[Target Language],[Target Text],[Context Categorization Hashtags]
"English","dolmens (Stone burial chamber)","Finnish","kiviröykkiöhauta/kiviröykkiö","#noun #archaeology #architectural #medieval #stone #burial #chamber"
"English","dolorous","Finnish","surumielinen","#adjective"
"English","dolt","Finnish","tyhmä/tyhmyri/hölmö","#noun #adjective #insult #character"
"English","don't fret","Finnish","älä huoli","#expression #advice"
"English","don't gush","Finnish","älä intoile","#expression #advice"
"English","doppelgänger","Finnish","kaksoisolento","#noun"
"English","dormer","Finnish","ullakkoluukku","#noun"
"English","dormer window","Finnish","ullakkoluukku","#noun #architecture #building #house"
"English","dossier","Finnish","dokumenttikansio","#noun"
"English","doublets","Finnish","dubletit","#noun"
"English","doughty","Finnish","urhea","#adjective"
"English","doughty","Finnish","urhea/tarmokas","#adjective"
"English","dour","Finnish","ankea","#adjective"
"English","dour and cross","Finnish","ankea ja äreä","#adjective"
"English","dout","Finnish","sammuttaa (vanha sana)","#verb"
"English","dovecote","Finnish","kyyhkytorni","#noun"
"English","downcast","Finnish","masentunut","#adjective"
"English","downpour","Finnish","rankkasade","#noun"
"English","dram","Finnish","tilkka (viinaa)","#noun"
"English","draped","Finnish","draped","#adjective"
"English","drapeerattu","Finnish","racket","#noun"
"English","drapeerattu","Finnish","racket","#noun"
"English","dregs","Finnish","pohjat","#noun"
"English","drenched","Finnish","läpimärkä","#adjective"
"English","drenching","Finnish","läpimärkä","#adjective"
"English","drink bait","Finnish","kyytipoika","#noun"
"English","drivelling","Finnish","höpötys/höpöttely","#noun"
"English","drizzle","Finnish","tihkusade","#noun"
"English","drooped limply","Finnish","roikkui löysästi","#verb"
"English","drudge","Finnish","orjatyö","#noun"
"English","dry stalks","Finnish","kuivat varret","#noun"
"English","ducat","Finnish","dukaatti","#noun"
"English","duchess","Finnish","herttuatar","#noun"
"English","duenna","Finnish","duenna (naisen päähine)","#noun"
"English","duke","Finnish","herttua","#noun"
"English","dulcimer","Finnish","kannel","#noun"
"English","dun","Finnish","harmaa/ruskea","#adjective"
"English","dung","Finnish","lantta","#noun"
"English","dunghill","Finnish","lantakasa","#noun"
"English","duress","Finnish","pakko","#noun"
"English","dwindled away","Finnish","hiipui/kutistui pois/hävisi vähitellen","#phrase #description #action"
"English","dysentry","Finnish","dysenteria (verinen ripuli)","#noun"
"English","earwig","Finnish","korvayökkönen (hyönteinen)","#noun"
"English","ebullient","Finnish","innokas","#adjective"
"English","edict","Finnish","asetus/päätös","#noun"
"English","edifice","Finnish","rakennus","#noun"
"English","eerily","Finnish","kummallisesti/aavemaisesti","#adverb"
"English","efface","Finnish","poistaa","#verb"
"English","effigies","Finnish","kuvahahmot/patsaat/nuket","#noun"
"English","effing","Finnish","helvetin/saamarin (voimasanana)","#interjection"
"English","effluvium","Finnish","haju/epämiellyttävä haju","#noun"
"English","egress","Finnish","uloskäynti","#noun"
"English","eldritch","Finnish","kummallinen","#adjective"
"English","elegiac","Finnish","valitushuutoon liittyvä","#adjective"
"English","elk","Finnish","hirvi","#noun"
"English","elude","Finnish","vältellä","#verb"
"English","emaciated","Finnish","riutunut/laiha","#adjective"
"English","emanating","Finnish","säteilevä","#adjective"
"English","embark on your return journey","Finnish","aloita paluumatkasi","#phrase #action #travel"
"English","embellished","Finnish","koristeltu","#adjective"
"English","embellishing","Finnish","kaunistelu/koristelu","#noun"
"English","embers","Finnish","hehkuvat kekäleet","#noun"
"English","emblem sewn","Finnish","ommeltu tunnus","#noun"
"English","embolding","Finnish","rohkaisu","#noun"
"English","emerging from it","Finnish","siitä nouseva","#adjective"
"English","eminent","Finnish","korkea-arvoinen","#adjective"
"English","emollient","Finnish","pehmentävä","#adjective"
"English","encamped","Finnish","leiriytynyt","#adjective"
"English","enclave of","Finnish","saareke/enklava/erillinen alue/siirtokunta","#noun"
"English","encomium","Finnish","ylistys","#noun"
"English","enfeebled","Finnish","heikentynyt","#adjective"
"English","enlivened","Finnish","elävöitetty","#adjective"
"English","ensnared","Finnish","ansaan joutunut","#adjective"
"English","entreat","Finnish","anella","#verb"
"English","entwined in ivy","Finnish","murattiin kietoutunut","#description #nature #plant"
"English","ephemeral","Finnish","lyhytikäinen","#adjective"
"English","epicure","Finnish","epikurealainen (hieno maku)","#adjective"
"English","epilogue","Finnish","epilogi","#noun"
"English","epistolary","Finnish","kirjeenvaihtoon liittyvä","#adjective"
"English","epitaph","Finnish","kivikirjoitus/hautakirjoitus","#noun"
"English","equine","Finnish","hevosiin liittyvä","#adjective"
"English","erectile","Finnish","erektiivinen","#adjective"
"English","eristäytynyt","Finnish","cuddling,halailu","#adjective"
"English","escarpment","Finnish","jyrkänne","#noun"
"English","eschew","Finnish","välttää","#verb"
"English","espy","Finnish","havaita","#verb"
"English","esquire","Finnish","esikoinen/ritari","#noun"
"English","ethereal","Finnish","eetterinen/hengellinen/hauras/keveä","#adjective"
"English","evince","Finnish","todistaa","#verb"
"English","execrate","Finnish","kirota","#verb"
"English","exegesis","Finnish","selitys/tulkinta","#noun"
"English","exequatur","Finnish","eksekvaattori (diplomaattinen lupa)","#noun"
"English","exhort","Finnish","kehottaa","#verb"
"English","exhume","Finnish","hautaamalla/hautaamaan","#verb"
"English","expedient","Finnish","tarkoituksenmukainen","#adjective"
"English","expedite","Finnish","nopeuttaa","#verb"
"English","expiate","Finnish","sovittaa","#verb"
"English","expiation","Finnish","sovitus","#noun"
"English","extirpate","Finnish","juuria pois","#verb"
"English","extol","Finnish","ylistää","#verb"
"English","eyehead","Finnish","silmäpää/silmämunan osa/silmänpohja/silmän sisäosa","#noun"
"English","facade","Finnish","julkisivu","#noun"
"English","faeces","Finnish","uloste","#noun"
"English","fain","Finnish","mielellään","#adverb"
"English","fallow","Finnish","leto/viljelty maa/pellon lepo","#adjective"
"English","falter","Finnish","epäröidä","#verb"
"English","farmyard curs","Finnish","pihakoirat/rähjäiset piskit","#noun"
"English","farrago","Finnish","sekasotku","#noun"
"English","farthing","Finnish","farthing (vanha kolikko)/mitätön summa","#noun"
"English","fathom","Finnish","ymmärrys","#noun"
"English","fealty","Finnish","uskollisuus (feodaalinen vala)","#noun"
"English","feebly","Finnish","heikosti","#adverb"
"English","feign","Finnish","tekeytyä","#verb"
"English","felled","Finnish","kaadettu","#adjective"
"English","fen","Finnish","neva","#noun"
"English","feral dogs","Finnish","villikoirat","#noun"
"English","ferret","Finnish","ferretti (pieni petoeläin)","#noun"
"English","fervent","Finnish","kiihkeä","#adjective"
"English","festered","Finnish","mätäneminen","#adjective"
"English","fetlock","Finnish","kintere/kantapää","#noun"
"English","fettle","Finnish","kunto","#noun"
"English","feudatory","Finnish","vasalli (feodaalinen alamainen)","#noun"
"English","feuding","Finnish","riitely/veririita","#noun"
"English","feverishly","Finnish","kuumeisesti","#adverb"
"English","fiduciary","Finnish","luottamuksellinen","#adjective"
"English","fiefdom","Finnish","läänitys","#noun"
"English","field","Finnish","pelto","#noun"
"English","filch","Finnish","varastaa","#verb"
"English","filigree","Finnish","filigraani (herkkä metallityö)","#noun"
"English","filigree","Finnish","filigraani (hienostunut metallityö)","#noun"
"English","fjord","Finnish","vuono","#noun"
"English","flageolet","Finnish","pieni huilu","#noun"
"English","flails","Finnish","varstat/piiskat (aseena)","#noun"
"English","flamboyantly","Finnish","loistokkaasti/loisteliaisesti/prameasti/mahtipontisesti","#adverb"
"English","flaxan","Finnish","pellava","#noun"
"English","flay","Finnish","nahkia/riiputtaa/nyhertää/riiputtaa nahka/riipua","#verb"
"English","fledge","Finnish","sulistaa","#verb"
"English","fleeced","Finnish","huijattu/riistetty","#adjective"
"English","fletching","Finnish","nuolen sulitus","#noun"
"English","flinging","Finnish","heittaytyminen","#noun"
"English","flint blades","Finnish","piikiviterät","#noun"
"English","flitted","Finnish","liehui","#verb"
"English","florid","Finnish","punertava","#adjective"
"English","florin","Finnish","Nilfgaardin florini (valuutta)","#noun"
"English","flotsam","Finnish","laivan jäänteet","#noun"
"English","flout","Finnish","halveksia","#verb"
"English","flunkey","Finnish","lakeija","#noun"
"English","fobbish","Finnish","hölmö","#adjective"
"English","fodder","Finnish","rehu","#noun"
"English","foist","Finnish","työntää","#verb"
"English","fold","Finnish","karsina","#noun"
"English","foliage","Finnish","lehvistö","#noun"
"English","foliage","Finnish","lehvästö","#noun"
"English","foppish","Finnish","turhamainen/pröystäilevä","#adjective"
"English","for strumpets to wear","Finnish","lutkien käyttöön","#phrase #clothing #prostitution #insult"
"English","foray","Finnish","rynnäkkö/hyökkäys/retki","#noun"
"English","forbear","Finnish","pidättäytyä","#verb"
"English","ford","Finnish","pohja/virta/matala kohta/pohjavesi/kahlata","#noun"
"English","foreboding","Finnish","aavistus","#noun"
"English","forge","Finnish","takomo","#noun"
"English","forlorn","Finnish","toivoton","#adjective"
"English","fortnight","Finnish","kaksiviikkoinen","#noun"
"English","fortuneteller","Finnish","ennustaja","#noun"
"English","foster","Finnish","edistää","#verb"
"English","foundry","Finnish","valimo","#noun"
"English","fracas","Finnish","tappelua","#noun"
"English","frantic","Finnish","hurjentunut","#adjective"
"English","fraternal help","Finnish","veljellinen apu","#noun"
"English","fraught","Finnish","täynnä","#adjective"
"English","fray","Finnish","riita/tappel","#noun"
"English","frenzy","Finnish","hurjuus","#noun"
"English","frenzy","Finnish","raivo/hurmos","#noun"
"English","fret","Finnish","huolehtia/hermoilla","#verb"
"English","frevour","Finnish","into","#noun"
"English","friendly disposition","Finnish","ystävällinen luonne/taipumus","#adjective #personalityTrait"
"English","frieze","Finnish","friesi (koristeellinen vaakasuora kaistale seinässä)","#noun"
"English","fringe","Finnish","otsatukka","#noun"
"English","fringe","Finnish","hapsut","#noun"
"English","frock","Finnish","mekko","#noun"
"English","frolicking","Finnish","peuhata/telmiä","#noun"
"English","froth appreared","Finnish","vaahto ilmestyi","#description #drink #beer"
"English","fulcrum","Finnish","vipuvarsi/tukipiste","#noun"
"English","fuller","Finnish","miekan keskiosa terän vahvistamiseksi","#noun #weapon #sword"
"English","fumble","Finnish","sählätä","#verb"
"English","funereal","Finnish","hautajaisiin liittyvä","#adjective"
"English","funnel","Finnish","suppilo","#noun"
"English","furl","Finnish","kääriä","#verb"
"English","furlong","Finnish","furlong (vanha pituusyksikkö ~201 m)","#noun"
"English","furlong","Finnish","furlong (mittayksikkö)","#noun"
"English","furlough","Finnish","loma/virkavapaa","#noun"
"English","furrow","Finnish","ura","#noun"
"English","fussy","Finnish","huolimaton/huolellinen","#adjective"
"English","gadabout","Finnish","huvituksia etsivä henkilö/kulkuri/juhlija/seikkailija","#noun"
"English","gaiters","Finnish","säärystimet","#noun"
"English","gaiters","Finnish","säärystimet","#noun"
"English","gale","Finnish","kova tuuli (myrsky)","#noun"
"English","gallop","Finnish","laukkaaminen/laukka/kylmäpullo","#noun"
"English","gallows","Finnish","hirsipuu/riippumispuu","#noun"
"English","gambeson","Finnish","haarniskan pehmuste","#noun"
"English","gambit","Finnish","gambit (aloitus siirto shakissa","#noun"
"English","gambol","Finnish","leikkiä","#verb"
"English","gander","Finnish","hanhi/hanhikoiras","#noun"
"English","gannet","Finnish","meriharakka","#noun"
"English","gargoyle","Finnish","gargoili/koristepatsas","#noun"
"English","garland","Finnish","seppele","#noun"
"English","garrison","Finnish","varuskunta","#noun"
"English","garrulous","Finnish","lörpöttelevä/jaaritteleva","#adjective"
"English","garrulousness","Finnish","lörpöttely/jaarittelu","#noun"
"English","gashed forehead","Finnish","viilto otsassa","#description #bodyPart"
"English","gatehouse","Finnish","porttitorni","#noun"
"English","gauche","Finnish","kömpelö/epäkohtelias","#adjective"
"English","gaudily","Finnish","räikeästi/mauttomasti","#adverb"
"English","gaudy","Finnish","kirjava/mauton/prameileva","#adjective"
"English","gaunt","Finnish","riutunut","#adjective"
"English","gauntlet","Finnish","haarniskahanska/haaste (kontekstista)","#noun"
"English","gaunzy","Finnish","hankaava","#adjective"
"English","gauzy","Finnish","ohut","#adjective"
"English","gawping","Finnish","tuijottaa ällistyneenä","#verb"
"English","gazebo","Finnish","huvimaja","#noun"
"English","gendarme","Finnish","gendarme (sotilaspoliisi)","#noun"
"English","gestalt","Finnish","gestalt (kokonaisuus, joka on enemmän kuin osiensa summa)","#noun"
"English","gesticulating","Finnish","elehtiä","#verb"
"English","get frit","Finnish","pelästyä/säikähtää","#verb"
"English","gibbet","Finnish","hirsipuu","#noun"
"English","gibbet","Finnish","hirsipuu/hirttopaalu/teloituspuu","#noun"
"English","gibbets","Finnish","kärsimyspaikka/kylpykammio","#noun"
"English","giddy","Finnish","ajattelematon","#adjective"
"English","gilded","Finnish","kullattu","#adjective"
"English","gill","Finnish","pieni mitta/nokka/evä (kala)","#noun"
"English","gimlet","Finnish","porakalu/ruuvipora/kierreporakalu","#noun"
"English","gingerly","Finnish","varovasti","#adverb"
"English","girth","Finnish","ympärys","#noun"
"English","giving the old warrior a scolding look","Finnish","antamalla vanhalle soturille nuhtelevan katseen","#phrase #action #military"
"English","gizzard","Finnish","kurkku/maha (lintujen)/rousku (eläinten)","#noun"
"English","glade","Finnish","aukio/aukea","#noun"
"English","glaive","Finnish","varsiase/glaivi/keihäs (keskiaikainen ase)","#noun"
"English","glamarye","Finnish","taikahuntu/lumous (fantasiatermi)","#noun"
"English","glaring at","Finnish","tuijottaa vihaisesti","#verb"
"English","glazed","Finnish","lasitettu/kiiltävä","#adjective"
"English","gleam","Finnish","välke","#noun"
"English","glint","Finnish","kimallus","#noun"
"English","gloom","Finnish","hämäryys","#noun"
"English","glum","Finnish","mielialaton","#adjective"
"English","gluttony","Finnish","nälkäinen/huvittelu","#noun"
"English","gnarled","Finnish","knotuinen","#adjective"
"English","gnashing","Finnish","hampaiden kiristys","#noun"
"English","gnawed","Finnish","jyrsitty","#adjective"
"English","goad","Finnish","kiihottaa","#verb"
"English","gobble","Finnish","ahmaista","#verb"
"English","gobbling turkey","Finnish","kalkattava kalkkuna","#noun"
"English","Good Friday","Finnish","Pitkäperjantai","#noun"
"English","gorge","Finnish","kanjoni","#noun"
"English","gossamer","Finnish","hento/ohut","#adjective"
"English","gown","Finnish","puku","#noun"
"English","gown with a train help up by a page in a short","Finnish","puku jossa on laahus jonka sivu auttaa lyhyessä ajassa","#phrase #clothing"
"English","granary","Finnish","viljavarasto","#noun"
"English","grandiloquent","Finnish","mahtipontinen","#adjective #speech"
"English","grapple","Finnish","kamppailla","#verb"
"English","gratuitous","Finnish","aiheeton","#adjective #unnecessary"
"English","gravamina","Finnish","gravamina","#noun"
"English","greed","Finnish","ahneus","#noun"
"English","greed","Finnish","ahneus","#noun"
"English","greenfinches","Finnish","viherpeippoja","#noun"
"English","griddle","Finnish","paistinpannu","#noun"
"English","gridle","Finnish","hihna/vyö","#noun"
"English","grin","Finnish","virnistys","#noun"
"English","grinning","Finnish","virnistäen","#verb"
"English","grit","Finnish","sora","#noun"
"English","gritted","Finnish","kiristi (hampaita)","#verb"
"English","groat","Finnish","groatti (keskiaikainen hopearaha)","#noun"
"English","groats","Finnish","hiutaleet/ruishiutaleet/kaurahiutaleet","#noun"
"English","groping around","Finnish","haparoiden","#verb"
"English","grouse","Finnish","metso/teeri (riistalintu)","#noun"
"English","grove","Finnish","lehto","#noun"
"English","grovel","Finnish","ryömiä","#verb"
"English","growled","Finnish","murahti","#verb"
"English","grumbling","Finnish","murina/murjotus/valitus/nurina/nurkuminen","#noun"
"English","gryphons","Finnish","griffonit/aarnikotkat","#noun"
"English","guano","Finnish","guano (lintujen uloste)","#noun"
"English","guffawing","Finnish","röhönauraminen","#verb"
"English","guile","Finnish","juonikkuus","#noun"
"English","guisarmes","Finnish","halkipyssyt/hilparit (keskiaik. aseet)","#noun"
"English","gully","Finnish","uoma","#noun"
"English","gulped","Finnish","nielaisi","#verb"
"English","gummed-up eyelids","Finnish","rähmääntyneet silmäluomet","#adjective #noun"
"English","gush","Finnish","ryöppy","#noun"
"English","guzzling","Finnish","ahmiminen/juominen (paljon ja nopeasti)","#verb"
"English","gwyhyrs","Finnish","gwyhyr-miekat (mytologinen ase)","#noun"
"English","hackbut","Finnish","hakkapeliitta/hackbut (varhainen tuliluotiase)","#noun"
"English","hagberry","Finnish","pihlajanmarja","#noun"
"English","haggling","Finnish","tinkiminen","#verb"
"English","hailstone","Finnish","rae","#noun"
"English","hajareisin","Finnish","seams","#noun"
"English","halberd","Finnish","halkopilli/halberdi (pitkä keihäs, jossa kirveen terä)","#noun"
"English","halcyon","Finnish","rauhallinen/levollinen","#adjective"
"English","hale","Finnish","terve","#adjective"
"English","hamlet","Finnish","kylänen/pikkukylä","#noun"
"English","hand ointment","Finnish","käsivoide","#noun"
"English","hansa","Finnish","Hanseatic League","#noun"
"English","haphazardly","Finnish","satunnaisesti/huolimattomasti","#adverb"
"English","hapless","Finnish","onneton","#adjective"
"English","harbinger","Finnish","enne","#noun"
"English","hard tack","Finnish","kovaa muonaa/leipää/kova eväs/kovaa ruokaa","#noun"
"English","hark","Finnish","ajatella/pohtia","#verb"
"English","harrow","Finnish","äestä/karhia (maataloudessa) / kuvaannollisesti kiusata, raastaa tai vaivata (verbi)","#verb #agriculture #adjective"
"English","harrying","Finnish","ahdistelu","#noun"
"English","haruspicy","Finnish","haruspikia (sisäelinten ennustaminen)","#noun"
"English","hatch","Finnish","luukku","#noun"
"English","hauberk","Finnish","hauberk (haarniskan y  läosa, joka peittää vartalon ja käsivarret)","#noun"
"English","haunch","Finnish","lonkka/lannea/takaneljännestä/takapuoli/takajalka (viitaten erityisesti reisiluun yläosaan ja pakaraan)","#noun"
"English","haunches","Finnish","reisien","#noun"
"English","hauntly","Finnish","aavemaisesti/kummittelevasti","#adverb"
"English","hautboy","Finnish","hautboy (vanha puupuhallin)","#noun"
"English","hawked and spat","Finnish","yski ja sylki","#verb #phrase #action"
"English","hawkers","Finnish","kaupustellijat/katumyyjät","#noun"
"English","haybale","Finnish","heinäpaali","#noun"
"English","hayloft","Finnish","heinälato","#noun"
"English","hayrick","Finnish","heinäkasa","#noun"
"English","haystack","Finnish","heinäkasa","#noun"
"English","haze","Finnish","usva/utu","#noun"
"English","hazel","Finnish","pähkinänruskea","#adjective"
"English","hearth","Finnish","takka","#noun"
"English","heath","Finnish","nummi","#noun"
"English","heathen","Finnish","pakana","#noun"
"English","heathland","Finnish","nummimaa","#noun"
"English","hedge","Finnish","aita","#noun"
"English","hedgerow","Finnish","pensasaita","#noun"
"English","hefting","Finnish","nostella/tunnustella painoa","#verb"
"English","helve","Finnish","kahva","#noun"
"English","hemlock","Finnish","myrkkykeiso","#noun"
"English","hemp field","Finnish","hamppupelto","#noun"
"English","hennin","Finnish","hennin (keskiaikainen naisten korkea hattu)","#noun"
"English","her eyes, which were smarting and watering","Finnish","hänen silmänsä, jotka kirvelivät ja vuotivat","#phase #description #bodyPart"
"English","her gear","Finnish","hänen varusteensa","#noun"
"English","her larynx and temples","Finnish","hänen kurkunpää ja ohimot","#noun"
"English","her quarry","Finnish","hänen saaliinsa","#noun"
"English","herd","Finnish","lauma","#noun"
"English","herdsman","Finnish","karjapaimen","#noun"
"English","hermit","Finnish","erakko","#noun"
"English","hetman","Finnish","hetmani/sotapäällikkö (itäeurooppalainen sotilasjohtaja)","#noun"
"English","hewn","Finnish","hakattu","#adjective"
"English","hexed people","Finnish","kirotut ihmiset","#noun"
"English","hie","Finnish","kiiruhtaa","#verb"
"English","hinder","Finnish","estää","#verb"
"English","hirvi","Finnish","pincers","#noun"
"English","his rump","Finnish","hänen takapuolensa","#noun"
"English","hitched","Finnish","valjastettu/kiinnitetty","#adjective"
"English","hither and thither","Finnish","tänne ja sinne","#adverb"
"English","hitherto","Finnish","tähän asti","#adverb"
"English","hoary","Finnish","harmaa/vanha","#adjective"
"English","hodgepodge","Finnish","sekamelska","#noun"
"English","hog","Finnish","sika","#noun"
"English","hogwash","Finnish","pötypuhe","#noun"
"English","honking","Finnish","kaakatus (hanhen ääni)","#verb"
"English","hooch","Finnish","pontikka/viina","#noun"
"English","hoof","Finnish","kavio","#noun"
"English","hoof-fall","Finnish","kavion putoaminen","#noun"
"English","hooked pincers","Finnish","koukkuiset pihdit","#noun"
"English","hooter","Finnish","torvi/nenä (ark.)","#noun"
"English","hooves","Finnish","kaviot","#noun"
"English","horrendous","Finnish","hirvittävä","#adjective"
"English","hovel","Finnish","mökkikylä","#noun"
"English","hovel of","Finnish","mökki/hökkeli","#noun"
"English","hubris","Finnish","ylimielisyys/hybriksen tunne","#noun"
"English","huddle","Finnish","kyykkyyn/kyyristyä yhteen/kerääntyä yhteen","#verb"
"English","hulking","Finnish","valtava","#adjective"
"English","hunched","Finnish","kumartunut","#adjective"
"English","hunkered","Finnish","kyykistynyt/kyykistäytynyt","#verb"
"English","hurled","Finnish","heitti","#verb"
"English","lazy","German","faul","#adjective"
"English","I am lazy","German","Ich bin faul","#phrase #daily #emotion"
"English","I am frustrated. I will go the near pub and cry there","German","Ich bin frustriert. Ich werde in die nächste Kneipe gehen und dort weinen","#phrase #daily #emotion"
"English","I am keeping my counsel","Finnish","pidän mielipiteeni itselläni","#phrase #daily #emotion"
"English","I don't have any grub with me","Finnish","minulla ei ole mitään syötävää mukanani","#phrase #daily #emotion"
"English","I have adapted","Finnish","olen mukautunut","#phrase #daily #emotion"
"English","I must have taken quite a tumble","Finnish","minun täytyy olla ottanut melkoisen kaatumisen","#phrase #daily #emotion"
"English","i reckon","Finnish","luulen","#phrase #daily #emotion"
"English","I still cannot believe that the conscience of not one sorcerer was pricked","Finnish","en voi vieläkään uskoa, että yhdenkään noidan omatuntoa ei kolkutettu, pricked=pistetty","#phrase #daily #emotion"
"English","I will make a gush to the rocks","Finnish","teen ryöpyn kallioille","#phrase #daily #emotion"
"English","icicles","Finnish","jääpuikot","#noun #nature #nordic"
"English","idiocy","Finnish","typeryys","#noun #insult"
"English","ignominious","Finnish","häpeällinen ","#adjective #insult"
"English","I'm superficial. Your eye caught my attention.","Finnish","olen pinnallinen. Sinun silmäsi kiinnitti huomioni.","#phrase #daily #emotion"
"English","imbue","Finnish","läpäistä","#verb #medieval"
"English","impart","Finnish","jakaa","#verb #medieval"
"English","impasse","Finnish","umpikuja/solmukohta/kriittinen tilanne/pysähtyneisyys","#adverb #noun #medieval"
"English","impeccable","Finnish","moitteeton","#adjective #compliment #medieval"
"English","impel","Finnish","ajaa/työntää","#verb #medieval"
"English","impend","Finnish","uhata","#verb #medieval"
"English","imperator","Finnish","keisari","#noun #medieval"
"English","imperatorness","Finnish","keisarinna","#noun #medieval"
"English","imperatrice","Finnish","keisarinna (ransk.)","#noun #medieval"
"English","imperceptibly","Finnish","huomattavasti","#adverb #medieval"
"English","impetousness","Finnish","kiihkeys/impulsiivisuus/rohkeus/uhkarohkeus","#noun #medieval"
"English","impetuous","Finnish","kiihkeä/impulsiivinen/rohkea/uhkarohkea","#adjective #medieval"
"English","impetus","Finnish","impulssi (liike)/työntövoima","#noun #medieval"
"English","implore","Finnish","anella","#verb #medieval"
"English","imprecation","Finnish","kiroaminen","#noun #medieval"
"English","improvident","Finnish","huoleton","#adjective #medieval"
"English","imprudent","Finnish","harkitsematon","#adjective #medieval"
"English","impudent","Finnish","röyhkeä","#adjective #medieval"
"English","impudently","Finnish","röyhkeästi","#adverb #medieval"
"English","impute","Finnish","lukea jonkun syyksi","#verb #medieval"
"English","in a wide arc","Finnish","laajassa kaaressa","#phrase #medieval"
"English","in circular depression","Finnish","pyöreässä painaumassa","#description #geography"
"English","in disguise","Finnish","valepuvussa","#phrase #medieval"
"English","in his cups","Finnish","hänen kupeissaan","#phrase #medieval"
"English","in rhw ooze","Finnish","rhyssä","#phrase #medieval"
"English","inadequate","Finnish","epäpätevä","#adjective #medieval"
"English","inane","Finnish","tyhmä","#adjective #medieval"
"English","incandescent","Finnish","hehkuva/tulistunut","#adjective #medieval"
"English","incantation","Finnish","taikasana/taikakirjoitus","#noun #medieval"
"English","incense","Finnish","suututtaa","#verb #medieval"
"English","incessantly","Finnish","lakkaamatta","#adverb #medieval"
"English","incited","Finnish","yllytetty","#verb #medieval"
"English","inclement","Finnish","epäkohtelias","#adjective #medieval"
"English","incontrovertibly","Finnish","kiistattomasti","#adverb #medieval"
"English","incorporate","Finnish","sisällyttää","#verb #medieval"
"English","incorrigible","Finnish","parantumaton/toivoton tapaus","#adjective #medieval"
"English","incumbent","Finnish","velvollinen","#adjective #medieval"
"English","indefatigable","Finnish","väsymätön","#adjective #medieval"
"English","indigent","Finnish","köyhä","#adjective #medieval"
"English","indignantly","Finnish","suuttuneena/suuttuneesti/kärähtäen","#adverb #medieval"
"English","indolent","Finnish","laiska","#adjective #medieval"
"English","indubitably","Finnish","epäilemättä","#adverb #medieval"
"English","ineffable","Finnish","sanaton","#adjective #medieval"
"English","ineptitude","Finnish","osaamattomuus","#noun #medieval"
"English","inert","Finnish","inertti","#adjective #medieval"
"English","inevitable","Finnish","väistämätön","#adjective #medieval"
"English","informer","Finnish","ilmiantaja","#noun #medieval"
"English","ingenuity","Finnish","keksintökyky","#noun #medieval"
"English","ingratiate","Finnish","tehdä itsensä miellyttäväksi","#verb #medieval"
"English","inimitable","Finnish","ainutlaatuinen","#adjective #medieval"
"English","iniquities","Finnish","vääryydet/pahuudet/epäoikeudenmukaisuudet/rikokset/synnit/rikollisuudet","#noun #crime #injustice"
"English","inlet","Finnish","lahdenpoukama","#noun #geography"
"English","innards","Finnish","sisälmykset","#noun #body_parts"
"English","insatiable","Finnish","tyydyttämätön","#adjective #medieval"
"English","insidious","Finnish","petollinen","#adjective #medieval"
"English","insinuations","Finnish","vihjaukset","#noun #medieval"
"English","insolent","Finnish","röyhkeä","#adjective #medieval"
"English","instigated","Finnish","yllytetty","#verb #medieval"
"English","instigator","Finnish","yllyttäjä","#noun #medieval"
"English","insufficient","Finnish","riittämätön","#adjective #quality"
"English","insuperable","Finnish","ylivoimainen","#adjective #quality"
"English","insurrectionary confederation","Finnish","kapinallinen liittouma","#noun #politics #history"
"English","intarsia","Finnish","intarsia (sisustukseen upotettu koristekuvio)","#noun #art #interior_design"
"English","interment","Finnish","hautajaiset","#noun #death #rituals"
"English","interpose","Finnish","asettua väliin","#verb #action"
"English","intractable","Finnish","itsepintainen","#adjective #personality_trait"
"English","intrigue","Finnish","juonittelu/salaliitto/juoni","#noun #secret_society #plotting"
"English","invective","Finnish","herjaus","#noun #insult #language"
"English","invigorating","Finnish","virkistävä","#adjective #health"
"English","invisible pincers","Finnish","näkymättömät pihdit","#adjective #noun #tools"
"English","ironmongery","Finnish","rautatavara/rautakauppatavara","#noun #trade"
"English","it transpired","Finnish","kävi ilmi","#expression #verb #event"
"English","jagged ridge","Finnish","särmikäs harjanne","#noun #geography"
"English","jaunty","Finnish","hilpeä","#adjective #medieval"
"English","jeering","Finnish","pilkkaaminen/naureskelu","#noun #medieval"
"English","jennet","Finnish","jennet (pieni, ketterä ratsu)","#noun #medieval"
"English","jeopardize","Finnish","vaarantaa","#verb #medieval"
"English","jocund","Finnish","iloinen","#adjective #medieval"
"English","joust","Finnish","joust (ristijousi)","#noun #medieval"
"English","jovial","Finnish","hyväntuulinen","#adjective #medieval"
"English","jovially","Finnish","iloisesti/hyväntuulisesti","#adverb #medieval"
"English","jubilant","Finnish","riemukas","#adjective #medieval"
"English","judicious","Finnish","harkitseva/viisas","#adjective #medieval"
"English","juniper","Finnish","kataja","#noun #medieval"
"English","kauhat","Finnish","ruffles","#noun #medieval"
"English","keeled over","Finnish","kaatui/rojahti kumoon","#verb #medieval"
"English","keen","Finnish","terävä","#adjective #medieval"
"English","keep","Finnish","päätorni (keep, linnan päärakenne)","#noun #medieval"
"English","contempt","Finnish","halveksunta","#noun #medieval"
"English","kennel","Finnish","koiratarha","#noun #medieval"
"English","keppi","Finnish","ochre","#noun #medieval"
